c0 c100 d0 d0 o0
c92 c5 d0 d0 o1
c90 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c92 c5 d0 d0 o1
c94 c5 d0 d0 o1
c92 c5 d0 d0 o1
c90 c5 d0 d0 o1
c94 c5 d0 d0 o1
c92 c5 d0 d0 o1
c90 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c90 c5 d0 d0 o1
c92 c5 d0 d0 o1
c94 c5 d0 d0 o1
c92 c5 d0 d0 o1
c90 c5 d0 d0 o1
c92 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c90 c5 d0 d0 o1
c92 c5 d0 d0 o1
c94 c5 d0 d0 o1
c90 c5 d0 d0 o1
c92 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c92 c5 d0 d0 o1
c94 c16 d0 d0 o1
c92 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c92 c5 d0 d0 o1
c94 c5 d0 d0 o1
c92 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c92 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c92 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c92 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c92 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c92 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c92 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c92 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c92 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c92 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c92 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c16 d0 d0 o1
c94 c16 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c15 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c14 d0 d0 o1
c94 c5 d0 d0 o1
c94 c14 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c14 d0 d0 o1
c94 c5 d0 d0 o1
c94 c14 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c14 d0 d0 o1
c94 c5 d0 d0 o1
c94 c14 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c14 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c94 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d1 o1
c94 c5 d0 d0 o1
c98 c5 d0 d1 o1
c98 c5 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d1 o1
c98 c5 d0 d1 o1
c94 c5 d0 d0 o1
c98 c5 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d1 o1
c98 c5 d0 d1 o1
c98 c5 d0 d1 o1
c96 c5 d0 d0 o1
c94 c5 d0 d0 o1
c98 c5 d0 d1 o1
c98 c5 d0 d1 o1
c98 c5 d0 d1 o1
c98 c5 d0 d1 o1
c94 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d1 o1
c98 c5 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d1 o1
